"Line","Ref","DocType","QAdeter","QAmeas","year","workerID","Trade_raw","Task_raw","Tool_raw","Tool_make","Material_raw","percSI_ref","percSI_mat","percQuartz_mat","percCrist_mat","percTrid_mat","percTrip_mat","Mat_ana","Trade","Task","Material","Tool","Site_class","Site_type","Agent","NbMeas","AM","ASD","GM","GSD","est_GM","est_GM_meth","est_GSD","est_GSD_meth","Min","P5","P10","Med","P90","P95","Max","Other_stat","Other_stat_def","Type","Association","IDassociation","Association_detail","Raw_measurement","Sampling_time","Sampling_time2","Objective","Calc_meas","IDCalc","OEL","Adj_OEL","Sampling_meth","Analysis_type","Analysis_meth","Analysis_detail","LOD","Environnement","SourceProx","Contribution","Contribution_detail","Formation","ControlNotAPR","GenVent","ExhVent_proxim","ExhVent_tool","Wet_spray","Wet_tool","isoSrc","Other_control","control_detail","RPEused","RPEtype","RPE_remark","remark"
"44","ID0057","4","5","6","1992-2000","ID0057_03","Operating enginners","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","1","1","1","1","1","5","46",NA,NA,NA,NA,"7.4999999999999997E-2","Median_Médiane","2.9465782715034798","Minimum-Maximum","7.0000000000000001E-3",NA,NA,"7.4999999999999997E-2",NA,NA,"0.8",NA,NA,"5","4",NA,NA,NA,"315","4","4","7.4833147735478847E-2","5","-2","-2","16","5","5",NA,"5.0000000000000001E-3","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"7","1",NA,NA
"45","ID0057","4","5","6","1992-2000","ID0057_04","Laborers","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","40","1","1","1","1","1","4","80",NA,NA,NA,NA,"2.46","Median_Médiane","4.9117718697674198","Minimum-Maximum","0.01",NA,NA,"2.46",NA,NA,"21",NA,NA,"5","4",NA,NA,NA,"315","4","4","0.45825756949558411","5","-2","-2","16","4","4",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"7","1",NA,NA
"46","ID0057","4","5","6","1992-2000","ID0057_04","Laborers","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","40","1","1","1","1","1","5","80",NA,NA,NA,NA,"0.35","Median_Médiane","4.0620714193150196","Minimum-Maximum","7.0000000000000001E-3",NA,NA,"0.35",NA,NA,"5.9",NA,NA,"5","4",NA,NA,NA,"315","4","4","0.2032240143290158","5","-2","-2","16","5","5",NA,"5.0000000000000001E-3","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"7","1",NA,NA
"47","ID0095","4","4","4","1980-1989","ID0095_01","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","1","1","1","1","1","1","1","72","1.64",NA,NA,NA,"NA_ND",NA,"2.2000000000000002","GSD Averages",NA,NA,NA,NA,NA,NA,"28.9",NA,NA,"1","4",NA,NA,NA,NA,"2","4","-1","5","-2","-2","1","1","1","5","-1","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"48","ID0122","4","6","6","1996-2002","ID0122_01","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","35-45","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.17","262","4","8","0.09","4","0.1","0.1","4","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"49","ID0122","4","6","6","1996-2002","ID0122_02","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","35-45","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_02",NA,"0.14000000000000001","251","4","8","0.14000000000000001","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"50","ID0122","4","6","6","1996-2002","ID0122_02","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","35-45","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_02",NA,"0.2","168","4","8","0.14000000000000001","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"51","ID0122","4","6","6","1996-2002","ID0122_03","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_03",NA,"0.02","212","4","8","0.01","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"52","ID0122","4","6","6","1996-2002","ID0122_03","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_03",NA,"0.02","104","4","8","0.01","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"53","ID0122","4","6","6","1996-2002","ID0122_04","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_04",NA,"0.27","228","4","8","0.17","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"54","ID0122","4","6","6","1996-2002","ID0122_04","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_04",NA,"0.09","216","4","8","0.17","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"55","ID0122","4","6","6","1996-2002","ID0122_05","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_05",NA,"0.02","203","4","8","0.02","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"56","ID0122","4","6","6","1996-2002","ID0122_05","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_05",NA,"0.02","174","4","8","0.02","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"57","ID0122","4","6","6","1996-2002","ID0122_06","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_06",NA,"0.19","275","4","8","0.14000000000000001","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"58","ID0122","4","6","6","1996-2002","ID0122_06","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_06",NA,"0.1","170","4","8","0.14000000000000001","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"59","ID0122","4","6","6","1996-2002","ID0122_07","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_07",NA,"0.1","183","4","8","7.0000000000000007E-2","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"60","ID0122","4","6","6","1996-2002","ID0122_07","Cutter","Cutting fibercement lap siding","An electric-powered circular handsaw having a diamond-tooth blade hand shear, ,","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","45-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","ID0122_07",NA,"0.06","272","4","8","7.0000000000000007E-2","4","0.1","0.1","5","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"61","ID0122","4","6","6","1996-2002","ID0122_08","Cutter","Cutting stacked boards four at a time; dry; outdoors","Circular saw","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","35-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","29","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"4.9400000000000004","15","4","4","4.9400000000000004","4","-2","-2","15","8","3","49","-1","8","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"62","ID0122","4","6","6","1996-2002","ID0122_09","Cutter","Cutting one board at a time; drt; indoors","Shear","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","35-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","6","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.04","312","4","4","0.04","4","-2","-2","15","8","3","49","-1","6","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"63","ID0122","4","6","6","1996-2002","ID0122_10","Cutter","Cutting one board at a time; drt; indoors","Shear","Not specified_Non précisé","Non- asbestos Fibercement","5","Not applicable_Sans objet","35-55","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","3","43","32","16","6","4","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.06","142","4","4","0.06","4","-2","-2","15","8","3","49","-1","6","1","2",NA,"4","4","4","4","4","4","4","4","4",NA,"8","13",NA,"21"
"64","ID0143","6","5","4","1992","ID0143_01","Blaster helper","Helping sandblaster","Not specified_Non précisé","Not specified_Non précisé","Silica sand and concrete dust","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","3","17","1","6","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.52","57","4","4","0.52","4","-2","-2","1","1","1","5","-1","8","5","4",NA,"1","4","4","4","4","4","4","4","4",NA,"4","2",NA,NA
"65","ID0143","6","5","4","1992","ID0143_02","Workstation/Poste - Area around open air sandblasting operation","Sandblasting the side of a concrete building","Not specified_Non précisé","Not specified_Non précisé","Silica sand and concrete dust","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","42","10","17","1","6","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4",NA,NA,"0.26","65","4","4","0.26","4","-2","-2","1","1","1","5","-1","8","5","4",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"66","ID0143","6","5","4","1992","ID0143_03","Laborer","Drilling holes in concrete bridge structure","Handheld drill","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","5","25","7","6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.78","45","4","4","0.78","4","-2","-2","1","1","1","5","-1","8","1","2",NA,"1","5","4","4","4","4","5","4","4",NA,"4","2",NA,NA
"67","ID0143","6","5","4","1992","ID0143_04","Laborer","Sawing concrete bridge structure","Saw, circular commercial housing","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","32","5","29","7","6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.64","45","4","4","1.64","4","-2","-2","1","1","1","5","-1","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"4","2",NA,NA
"68","ID0143","6","5","4","1992","ID0143_05","Workstation/Poste - Area around drilling and sawing operation","Drilling and sawing concrete in bridge demolition","Not specified_Non précisé","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","38","5","1","7","6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4",NA,NA,"6.5000000000000002E-2",NA,"2","4","6.5000000000000002E-2","4","-2","-2","1","1","1","5","-1","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"69","ID0143","6","5","4","1992","ID0143_06","Workstation/Poste - Area around drilling and sawing operation","Drilling and sawing concrete in bridge demolition","Not specified_Non précisé","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","38","5","1","7","6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4",NA,NA,"1.96",NA,"2","4","1.96","4","-2","-2","1","1","1","5","-1","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"70","ID0143","6","5","4","1992","ID0143_07","Workstation/Poste - Area around drilling and sawing operation","Drilling and sawing concrete in bridge demolition","Not specified_Non précisé","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","38","5","1","7","6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4",NA,NA,"2.15",NA,"2","4","2.15","4","-2","-2","1","1","1","5","-1","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"71","ID0143","6","5","4","1992","ID0143_08","Plumber","Cutting concrete to install floor drains","Not specified_Non précisé","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","32","5","1","6","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"14.2","350","4","4","14.2","4","-2","-2","1","1","1","5","-1","6","1","2",NA,"1","5","5","4","4","4","4","4","4","160","5","4",NA,NA
"72","ID0143","6","5","4","1992","ID0143_09","Workstation/Poste - Area around concrete cutting operation","Cutting concrete to install floor drains","Not specified_Non précisé","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","32","5","1","6","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4",NA,NA,"3.2",NA,"2","4","3.2","4","-2","-2","1","1","1","5","-1","6","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"73","ID0143","6","5","4","1992","ID0143_10","Workstation/Poste - Area around concrete cutting operation","Cutting concrete to install floor drains","Not specified_Non précisé","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","32","5","1","6","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4",NA,NA,"3.36",NA,"2","4","3.36","4","-2","-2","1","1","1","5","-1","6","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
